"","Wormbase.ID","Sequence.ID","Category.1","Category.2","Category.3","Automated.Description"
"596","WBGene00013087","Y51B9A.5","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","Y51B9A.5 is enriched in the male based on RNA-seq studies\; is affected by several genes including daf-2, dpy-10, and hsf-1 based on microarray, tiling array, and RNA-seq studies\; is affected by thirteen chemicals including methylmercuric chloride, manganese chloride, and D-glucose based on microarray and RNA-seq studies."
"597","WBGene00013154","Y53F4B.7","Development","Development: apoptosis","Development: apoptosis","Y53F4B.7 is enriched in the pharynx based on microarray studies\; is affected by several genes including clk-1, pgl-1, and lin-15B based on microarray and RNA-seq studies\; is affected by Sodium Chloride and Colistin based on RNA-seq and microarray studies."
"598","WBGene00013171","Y53F4B.25","Unassigned","Unassigned","Unassigned","Y53F4B.25 is enriched in the germline precursor cell, the hypodermis, and the nervous system based on tiling array, RNA-seq, and microarray studies\; is affected by several genes including daf-16, daf-2, and daf-12 based on microarray, tiling array, and RNA-seq studies\; is affected by nine chemicals including Ethanol, methylmercury hydroxide, and methylmercuric chloride based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domain: Domain of unknown function DB."
"599","WBGene00013184","Y53H1B.6","Proteolysis general","Proteolysis general: cysteine","Proteolysis general: cysteine: unassigned","clpr-4 is predicted to have calcium-dependent cysteine-type endopeptidase activity."
"600","WBGene00013186","Y53H1C.3","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","Y53H1C.3 is enriched in the male based on RNA-seq studies\; is affected by several genes including eat-2, npr-1, and pgl-1 based on microarray, tiling array, and RNA-seq studies\; is affected by five chemicals including methylmercuric chloride, manganese chloride, and D-glucose based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domain: Domain of unknown function WSN."
"601","WBGene00013215","Y54G11A.4","Unassigned","Unassigned","Unassigned","Y54G11A.4 is an ortholog of human TTC38 (tetratricopeptide repeat domain 38)\; is predicted to encode a protein with the following domains: Tetratricopeptide-like helical domain superfamily and Tetratricopeptide repeat protein 38."
"602","WBGene00013244","Y56A3A.33","mRNA functions","mRNA functions: processing","mRNA functions: processing: nuclease","Y56A3A.33 is an ortholog of human REXO1 (RNA exonuclease 1 homolog)\; is predicted to have nucleic acid binding activity."
"603","WBGene00013254","Y57A10A.9","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","tag-276 is enriched in the C, the germ line, and the hypodermis based on tiling array and RNA-seq studies\; is affected by several genes including glp-1, skn-1, and dpy-10 based on microarray, tiling array, and RNA-seq studies\; is affected by ten chemicals including hydrogen sulfide, methylmercury hydroxide, and methylmercuric chloride based on microarray and RNA-seq studies."
"604","WBGene00013288","Y57A10C.10","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: unassigned","Y57A10C.10 is enriched in the germ line based on RNA-seq studies\; is affected by several genes including sir-2.1, pgl-1, and csr-1 based on tiling array, RNA-seq, and microarray studies\; is affected by multi-walled carbon nanotube, dibromoacetic acid, and tetrabromobisphenol A based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domain: 7TM GPCR, serpentine receptor class bc (Srbc)."
"605","WBGene00013296","Y57G11B.3","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","Y57G11B.3 is enriched in the male and the nervous system based on RNA-seq and microarray studies\; is affected by several genes including hsf-1, eat-2, and sir-2.1 based on microarray, tiling array, and RNA-seq studies\; is affected by Mercuric Chloride, manganese chloride, and adsorbable organic bromine compound based on microarray and RNA-seq studies."
"606","WBGene00013299","Y57G11B.7","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","irld-18 is enriched in the hypodermis and the male based on RNA-seq studies\; is affected by several genes including age-1, eat-2, and npr-1 based on microarray, tiling array, and RNA-seq studies\; is affected by six chemicals including methylmercuric chloride, manganese chloride, and multi-walled carbon nanotube based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domains: Receptor L-domain and Receptor L-domain superfamily."
"607","WBGene00013305","Y57G11C.7","Pseudogene","Pseudogene","Pseudogene","Y57G11C.7 is affected by lin-15B, hpl-2, and drh-3 based on microarray, tiling array, and RNA-seq studies\; is affected by methylmercuric chloride based on microarray studies\; is predicted to encode a protein with the following domain: Domain of unknown function DUF38, Caenorhabditis species."
"608","WBGene00013320","Y57G11C.27","Pseudogene","Pseudogene","Pseudogene","srt-51 is affected by sir-2.1 based on microarray studies."
"609","WBGene00013351","Y59A8B.19","Unassigned","Unassigned","Unassigned","Y59A8B.19 is affected by several genes including clk-1, vhl-1, and cyc-1 based on microarray and tiling array studies\; is affected by Quercetin and single-walled carbon nanotube based on microarray studies."
"610","WBGene00013356","Y59A8B.24","Unassigned","Unassigned","Unassigned","Y59A8B.24 is enriched in the pharynx based on RNA-seq studies\; is affected by several genes including daf-12, cyc-1, and mir-34 based on microarray and tiling array studies."
"611","WBGene00013371","Y60A9A.1","Unassigned","Unassigned","Unassigned","Y60A9A.1 is affected by clk-1 and drh-3 based on microarray and RNA-seq studies\; is affected by multi-walled carbon nanotube based on RNA-seq studies."
"612","WBGene00013372","Y61B8B.2","Pseudogene","Pseudogene","Pseudogene","Y61B8B.2 is affected by several genes including clk-1, sir-2.1, and pgl-1 based on microarray and RNA-seq studies\; is affected by resveratrol based on microarray studies."
"613","WBGene00013395","Y62H9A.7","Unassigned","Unassigned","Unassigned","Y62H9A.7 is affected by several genes including clk-1, sir-2.1, and ubc-9 based on microarray and tiling array studies\; is affected by Tunicamycin and adsorbable organic bromine compound based on microarray studies."
"614","WBGene00013396","Y62H9A.8","Unassigned","Unassigned","Unassigned","Y62H9A.8 is enriched in the male based on RNA-seq studies\; is affected by several genes including let-60, csr-1, and zip-2 based on tiling array, RNA-seq, and microarray studies\; is affected by aldicarb and resveratrol based on microarray studies."
"615","WBGene00013450","Y67A10A.1","Metabolism","Metabolism: lipid","Metabolism: lipid: o-acyl transferase","oac-56 is predicted to have transferase activity, transferring acyl groups other than amino-acyl groups."
"616","WBGene00013454","Y67A10A.5","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: F box","fbxa-126 is enriched in the NSM based on tiling array studies\; is affected by drh-3 and eat-2 based on RNA-seq and microarray studies\; is affected by aldicarb based on microarray studies\; is predicted to encode a protein with the following domain: Domain of unknown function DUF38, Caenorhabditis species."
"617","WBGene00013472","Y68A4B.3","Unassigned","Unassigned","Unassigned","Y68A4B.3 is enriched in the coelomocyte and the ventral nerve cord based on tiling array studies\; is affected by several genes including clk-1, daf-19, and ubc-9 based on tiling array and microarray studies\; is affected by four chemicals including Tunicamycin, resveratrol, and Quercetin based on microarray studies."
"618","WBGene00013473","Y69E1A.1","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","Y69E1A.1 is enriched in the body wall muscle cell, the coelomocyte, the hypodermis, the male, and the nervous system based on tiling array and RNA-seq studies\; is affected by several genes including daf-2, age-1, and eat-2 based on microarray and RNA-seq studies\; is affected by nine chemicals including Ethanol, methylmercury hydroxide, and methylmercuric chloride based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domain: Protein of unknown function DUF856, Caenorhabditis species."
"619","WBGene00013474","Y69E1A.2","Unassigned","Unassigned","Unassigned","Y69E1A.2 is enriched in the NSM and the male based on tiling array and microarray studies\; is affected by several genes including daf-2, glp-1, and age-1 based on microarray, tiling array, RNA-seq, and proteomic studies\; is affected by twenty-four chemicals including Ethanol, methylmercury hydroxide, and nicotinic acid based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domain: Cytosolic motility protein."
"620","WBGene00013500","Y71A12B.2","Pseudogene","Pseudogene","Pseudogene","Y71A12B.2 is affected by fer-1 and daf-16 based on microarray and RNA-seq studies\; is affected by multi-walled carbon nanotube and Atrazine based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domain: PAZ domain superfamily."
"621","WBGene00013501","Y71A12B.3","Pseudogene","Pseudogene","Pseudogene","Y71A12B.3 is affected by daf-16 based on RNA-seq studies\; is affected by multi-walled carbon nanotube based on RNA-seq studies\; is predicted to encode a protein with the following domain: PAZ domain superfamily."
"622","WBGene00013519","Y73F8A.10","Unassigned","Unassigned","Unassigned","Y73F8A.10 is enriched in the male based on RNA-seq studies\; is affected by cyc-1 and hpl-2 based on microarray and tiling array studies\; is affected by resveratrol based on microarray studies\; is predicted to encode a protein with the following domain: TRA-1 regulated."
"623","WBGene00013523","Y73F8A.14","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","Y73F8A.14 is enriched in the amphid sheath cell, the hypodermis, and the male based on RNA-seq studies\; is affected by several genes including dpy-10, hsf-1, and npr-1 based on microarray and RNA-seq studies\; is affected by eight chemicals including methylmercuric chloride, D-glucose, and fluoranthene based on microarray and RNA-seq studies."
"624","WBGene00013524","Y73F8A.15","Unassigned","Unassigned","Unassigned","Y73F8A.15 is enriched in the male based on RNA-seq studies\; is affected by several genes including daf-2, age-1, and hsf-1 based on microarray, tiling array, and RNA-seq studies\; is affected by thirteen chemicals including Tunicamycin, manganese chloride, and multi-walled carbon nanotube based on microarray and RNA-seq studies."
"625","WBGene00013525","Y73F8A.18","Unassigned","Unassigned","Unassigned: receptor L domain","irld-59 is affected by several genes including clk-1, nhr-25, and mir-34 based on microarray studies\; is affected by four chemicals including fluoranthene, Chlorpyrifos, and Diazinon based on microarray studies\; is predicted to encode a protein with the following domains: Receptor L-domain and Receptor L-domain superfamily."
"626","WBGene00013527","Y73F8A.22","Unassigned","Unassigned","Unassigned","Y73F8A.22 is affected by several genes including eat-2, drh-3, and cyc-1 based on microarray, tiling array, and RNA-seq studies\; is affected by multi-walled carbon nanotube and Atrazine based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domain: PAN-3 domain."
"627","WBGene00013619","Y102A5C.13","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: F box","fbxa-112 is affected by several genes including clk-1, lin-35, and pgl-1 based on microarray, tiling array, and RNA-seq studies\; is predicted to encode a protein with the following domain: Domain of unknown function DUF38, Caenorhabditis species."
"628","WBGene00013651","Y105C5B.11","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","Y105C5B.11 is enriched in the male based on RNA-seq studies\; is affected by several genes including daf-2, eat-2, and npr-1 based on RNA-seq and tiling array studies\; is affected by four chemicals including methylmercuric chloride, manganese chloride, and paraquat based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domains: Zinc finger, RING-type and Zinc finger, RING\/FYVE\/PHD-type."
"629","WBGene00013657","Y105C5B.18","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","Y105C5B.18 is enriched in the body wall muscle cell and the male based on tiling array and RNA-seq studies\; is affected by several genes including dpy-10, hsf-1, and eat-2 based on tiling array, microarray, and RNA-seq studies\; is affected by eight chemicals including methylmercuric chloride, manganese chloride, and D-glucose based on microarray and RNA-seq studies."
"630","WBGene00013661","Y105C5B.23","Pseudogene","Pseudogene","Pseudogene","Y105C5B.23 is affected by several genes including bar-1, csr-1, and drh-3 based on tiling array, RNA-seq, and microarray studies."
"631","WBGene00013706","Y106G6E.2","Pseudogene","Pseudogene","Pseudogene","Y106G6E.2 is affected by several genes including sir-2.1, pgl-1, and glh-1 based on RNA-seq and microarray studies."
"632","WBGene00013759","Y113G7B.8","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: F box","fbxb-59 is enriched in the hypodermis based on tiling array studies\; is affected by several genes including clk-1, pgl-1, and glh-1 based on tiling array, RNA-seq, and microarray studies\; is affected by four chemicals including methylmercuric chloride, stavudine, and Microcystin-LR based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domain: F-box associated domain, type 2."
"633","WBGene00013773","Y116A8A.2","Unassigned","Unassigned","Unassigned","Y116A8A.2 is affected by several genes including daf-16, daf-2, and age-1 based on microarray, tiling array, and RNA-seq studies\; is affected by methylmercuric chloride and Colistin based on microarray studies\; is predicted to encode a protein with the following domains: Major sperm protein (MSP) domain, PapD-like superfamily, and Immunoglobulin-like fold."
"634","WBGene00013788","Y116A8C.8","Pseudogene","Pseudogene","Pseudogene","Y116A8C.8 is affected by rsr-2, drh-3, and slr-2 based on tiling array, RNA-seq, and microarray studies\; is affected by Atrazine and paraquat based on microarray studies."
"635","WBGene00013791","Y116A8C.11","Unassigned","Unassigned","Unassigned","Y116A8C.11 is affected by rsr-2, mir-34, and pmk-1 based on tiling array and microarray studies\; is affected by methylmercuric chloride, Cadmium, and allantoin based on microarray studies."
"636","WBGene00013797","Y116A8C.20","Nucleic acid","Nucleic acid: binding","Nucleic acid: binding: zinc finger","Y116A8C.20 is an ortholog of human ZFP36L1 (ZFP36 ring finger protein like 1) and ZFP36L2 (ZFP36 ring finger protein like 2)\; is predicted to have metal ion binding activity\; is expressed in the dorsal nerve cord and the ventral nerve cord."
"637","WBGene00013798","Y116A8C.21","Stress response","Stress response: C-type Lectin","Stress response: C-type Lectin","clec-195 is predicted to have carbohydrate binding activity."
"638","WBGene00013801","Y116A8C.24","Signaling","Signaling: Y kinase","Signaling: Y kinase","Y116A8C.24 is an ortholog of human CSK (C-terminal Src kinase) and MATK (megakaryocyte-associated tyrosine kinase)\; is predicted to have ATP binding activity and non-membrane spanning protein tyrosine kinase activity."
"639","WBGene00013810","Y116A8C.37","Signaling","Signaling: phosphatase","Signaling: phosphatase: Y ","Y116A8C.37 is predicted to have protein tyrosine phosphatase activity."
"640","WBGene00013811","Y116A8C.38","Signaling","Signaling: Y kinase","Signaling: Y kinase","Y116A8C.38 is an ortholog of human CSK (C-terminal Src kinase) and MATK (megakaryocyte-associated tyrosine kinase)\; is predicted to have ATP binding activity and non-membrane spanning protein tyrosine kinase activity."
"641","WBGene00013827","Y116F11B.11","Pseudogene","Pseudogene","Pseudogene","Y116F11B.11 is affected by rsr-2 based on tiling array studies\; is affected by methylmercuric chloride and Colistin based on microarray studies."
"642","WBGene00013888","ZC412.7","Unassigned","Unassigned","Unassigned","nspa-3 is affected by several genes including daf-16, daf-2, and clk-1 based on microarray and RNA-seq studies\; is affected by five chemicals including multi-walled carbon nanotube, resveratrol, and Acrylamide based on RNA-seq and microarray studies."
"643","WBGene00013929","ZK39.4","Stress response","Stress response: C-type Lectin","Stress response: C-type Lectin","clec-93 is predicted to have carbohydrate binding activity."
"644","WBGene00013930","ZK39.5","Stress response","Stress response: C-type Lectin","Stress response: C-type Lectin","clec-96 is predicted to have carbohydrate binding activity."
"645","WBGene00013935","ZK218.1","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","ZK218.1 is enriched in the intestine based on RNA-seq studies\; is affected by several genes including let-60, clk-1, and elt-2 based on microarray, RNA-seq, and tiling array studies\; is affected by ten chemicals including aldicarb, methylmercuric chloride, and Rotenone based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domain: ShKT domain."
"646","WBGene00013948","C13B4.t1","Non-coding RNA","Non-coding RNA: tRNA","Non-coding RNA: tRNA","N.A."
"647","WBGene00013995","ZK550.1","Pseudogene","Pseudogene","Pseudogene","mboa-5 is enriched in the male based on RNA-seq studies\; is affected by several genes including daf-2, npr-1, and pgl-1 based on RNA-seq studies\; is affected by multi-walled carbon nanotube and dafa#1 based on RNA-seq and microarray studies."
"648","WBGene00014032","ZK637.15","Unassigned","Unassigned","Unassigned","ZK637.15 is enriched in the male based on RNA-seq studies\; is affected by several genes including dpy-10, pgl-1, and aak-2 based on tiling array, microarray, and RNA-seq studies\; is affected by five chemicals including Diazinon, Humic Substances, and paraquat based on microarray studies."
"649","WBGene00014042","ZK666.2","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","ZK666.2 is enriched in the amphid sheath cell and the male based on RNA-seq studies\; is affected by several genes including daf-2, clk-1, and sir-2.1 based on microarray, tiling array, and RNA-seq studies\; is affected by five chemicals including methylmercuric chloride, D-glucose, and resveratrol based on microarray and RNA-seq studies."
"650","WBGene00014044","ZK666.4","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","ZK666.4 is affected by several genes including let-60, sir-2.1, and dcr-1 based on tiling array, RNA-seq, and microarray studies\; is affected by four chemicals including hydrogen sulfide, Tunicamycin, and Cadmium based on microarray studies."
"651","WBGene00014049","ZK666.11","Unassigned","Unassigned","Unassigned","ZK666.11 is affected by hpl-2 and drh-3 based on tiling array and RNA-seq studies\; is affected by methylmercuric chloride and Zidovudine based on microarray and RNA-seq studies."
"652","WBGene00014050","ZK666.12","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","ZK666.12 is affected by several genes including daf-12, prg-1, and drh-3 based on tiling array, microarray, and RNA-seq studies\; is affected by tryptophan based on microarray studies."
"653","WBGene00014070","ZK678.4","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: srxa","srxa-9 is affected by several genes including eat-2, pgl-1, and rrf-1 based on tiling array, RNA-seq, and microarray studies\; is affected by adsorbable organic bromine compound based on microarray studies\; is predicted to encode a protein with the following domain: 7TM GPCR, serpentine receptor class xa (Srxa)."
"654","WBGene00014126","C17D12.t2","Non-coding RNA","Non-coding RNA: tRNA","Non-coding RNA: tRNA","N.A."
"655","WBGene00014130","ZK892.6","Unassigned","Unassigned","Unassigned","ZK892.6 is enriched in the germ line based on RNA-seq studies\; is affected by several genes including daf-12, lin-35, and fog-2 based on microarray, tiling array, and RNA-seq studies\; is affected by four chemicals including Zidovudine, Colistin, and Sirolimus based on RNA-seq and microarray studies."
"656","WBGene00014131","ZK892.7","Unassigned","Unassigned","Unassigned","sdz-38 is expressed in several tissues, including the ABalaaa, the ABalaap, the ABalapa, the ABalapp, and the ABalpaa."
"657","WBGene00014147","C17D12.t3","Non-coding RNA","Non-coding RNA: tRNA","Non-coding RNA: tRNA","N.A."
"658","WBGene00014162","ZK938.6","Extracellular material","Extracellular material: chitinase","Extracellular material: chitinase","chil-9 is predicted to have chitin binding activity."
"659","WBGene00014168","ZK945.6","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","ZK945.6 is enriched in the amphid sheath cell and the male based on RNA-seq studies\; is affected by several genes including dpy-10, clk-1, and eat-2 based on microarray and RNA-seq studies\; is affected by eight chemicals including methylmercuric chloride, manganese chloride, and D-glucose based on microarray and RNA-seq studies."
"660","WBGene00014192","ZK1037.4","Transcription factor","Transcription factor: unassigned","Transcription factor: unassigned","nhr-246 is affected by several genes including daf-16, daf-2, and daf-12 based on microarray and RNA-seq studies\; is affected by 1-methylnicotinamide and Zidovudine based on RNA-seq studies\; is predicted to encode a protein with the following domains: Protein kinase-like domain superfamily, Uncharacterised  oxidoreductase Dhs-27, and CHK kinase-like."
"661","WBGene00014197","ZK1053.2","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","ZK1053.2 is enriched in the Z1.p, the Z4.a, the gon_male_dtc anterior, the gon_male_dtc posterior, and the male based on RNA-seq studies\; is affected by several genes including dpy-10, eat-2, and npr-1 based on microarray, RNA-seq, and tiling array studies\; is affected by thirteen chemicals including hydrogen sulfide, nicotinic acid, and methylmercuric chloride based on microarray and RNA-seq studies."
"662","WBGene00014266","C28A5.7","Non-coding RNA","Non-coding RNA: snRNA","Non-coding RNA: snRNA","C28A5.7 is affected by tdp-1 based on RNA-seq studies."
"663","WBGene00014276","C34E11.t1","Non-coding RNA","Non-coding RNA: tRNA","Non-coding RNA: tRNA","N.A."
"664","WBGene00014278","C35D6.7","Non-coding RNA","Non-coding RNA: snRNA","Non-coding RNA: snRNA","N.A."
"665","WBGene00014279","C36F7.t1","Non-coding RNA","Non-coding RNA: tRNA","Non-coding RNA: tRNA","C36F7.t1 is affected by clk-1 based on microarray studies."
"666","WBGene00014280","C36F7.t2","Non-coding RNA","Non-coding RNA: tRNA","Non-coding RNA: tRNA","N.A."
"667","WBGene00014281","C36F7.t3","Non-coding RNA","Non-coding RNA: tRNA","Non-coding RNA: tRNA","N.A."
"668","WBGene00014282","C37A5.t1","Non-coding RNA","Non-coding RNA: tRNA","Non-coding RNA: tRNA","N.A."
"669","WBGene00014283","C38C6.t1","Non-coding RNA","Non-coding RNA: tRNA","Non-coding RNA: tRNA","N.A."
"670","WBGene00014285","C40C9.t2","Non-coding RNA","Non-coding RNA: tRNA","Non-coding RNA: tRNA","N.A."
"671","WBGene00014286","C40H5.t1","Non-coding RNA","Non-coding RNA: tRNA","Non-coding RNA: tRNA","N.A."
"672","WBGene00014287","C47E8.t1","Non-coding RNA","Non-coding RNA: tRNA","Non-coding RNA: tRNA","C47E8.t1 is affected by daf-12 based on tiling array studies."
"673","WBGene00014291","C52E4.8","Non-coding RNA","Non-coding RNA: snRNA","Non-coding RNA: snRNA","C52E4.8 is enriched in the germ line based on RNA-seq studies\; is affected by clk-1 based on microarray studies."
"674","WBGene00014293","C53B4.9","Non-coding RNA","Non-coding RNA: snRNA","Non-coding RNA: snRNA","C53B4.9 is affected by hpl-2, cep-1, and clk-1 based on tiling array, RNA-seq, and microarray studies."
"675","WBGene00014296","C53C7.t2","Non-coding RNA","Non-coding RNA: tRNA","Non-coding RNA: tRNA","N.A."
"676","WBGene00014298","C53D6.t1","Non-coding RNA","Non-coding RNA: tRNA","Non-coding RNA: tRNA","N.A."
"677","WBGene00014299","C56G7.t1","Non-coding RNA","Non-coding RNA: tRNA","Non-coding RNA: tRNA","C56G7.t1 is affected by daf-12 based on tiling array studies."
"678","WBGene00014302","F02D10.t1","Non-coding RNA","Non-coding RNA: tRNA","Non-coding RNA: tRNA","N.A."
"679","WBGene00014303","F02D10.t2","Non-coding RNA","Non-coding RNA: tRNA","Non-coding RNA: tRNA","N.A."
"680","WBGene00014304","F02D10.t3","Non-coding RNA","Non-coding RNA: tRNA","Non-coding RNA: tRNA","N.A."
"681","WBGene00014305","F02H6.t1","Non-coding RNA","Non-coding RNA: tRNA","Non-coding RNA: tRNA","N.A."
"682","WBGene00014313","F08G5.t1","Non-coding RNA","Non-coding RNA: tRNA","Non-coding RNA: tRNA","N.A."
"683","WBGene00014314","F08G5.t2","Non-coding RNA","Non-coding RNA: tRNA","Non-coding RNA: tRNA","N.A."
"684","WBGene00014315","F08G5.t3","Non-coding RNA","Non-coding RNA: tRNA","Non-coding RNA: tRNA","N.A."
"685","WBGene00014321","F11A1.t2","Non-coding RNA","Non-coding RNA: tRNA","Non-coding RNA: tRNA","N.A."
"686","WBGene00014322","F11A5.14","Non-coding RNA","Non-coding RNA: snRNA","Non-coding RNA: snRNA","F11A5.14 is enriched in the germ line based on RNA-seq studies\; is affected by cep-1 based on RNA-seq studies."
"687","WBGene00014323","F11A5.t1","Non-coding RNA","Non-coding RNA: tRNA","Non-coding RNA: tRNA","N.A."
"688","WBGene00014327","F14B6.t1","Non-coding RNA","Non-coding RNA: tRNA","Non-coding RNA: tRNA","N.A."
"689","WBGene00014328","F14B6.t2","Non-coding RNA","Non-coding RNA: tRNA","Non-coding RNA: tRNA","N.A."
"690","WBGene00014330","F14H8.t1","Non-coding RNA","Non-coding RNA: tRNA","Non-coding RNA: tRNA","N.A."
"691","WBGene00014331","F15B9.t1","Non-coding RNA","Non-coding RNA: tRNA","Non-coding RNA: tRNA","N.A."
"692","WBGene00014363","F32B4.t1","Non-coding RNA","Non-coding RNA: tRNA","Non-coding RNA: tRNA","N.A."
"693","WBGene00014369","F39B1.t2","Non-coding RNA","Non-coding RNA: tRNA","Non-coding RNA: tRNA","N.A."
"694","WBGene00014376","F45G2.t1","Non-coding RNA","Non-coding RNA: tRNA","Non-coding RNA: tRNA","N.A."
"695","WBGene00014377","F47A4.t1","Non-coding RNA","Non-coding RNA: tRNA","Non-coding RNA: tRNA","N.A."
"696","WBGene00014378","F49C5.t1","Non-coding RNA","Non-coding RNA: tRNA","Non-coding RNA: tRNA","N.A."
"697","WBGene00014541","W04D2.7","Non-coding RNA","Non-coding RNA: snoRNA","Non-coding RNA: snoRNA","W04D2.7 is affected by hpl-2 and daf-16 based on tiling array and RNA-seq studies."
"698","WBGene00014561","Y7A9D.t3","Non-coding RNA","Non-coding RNA: tRNA","Non-coding RNA: tRNA","N.A."
"699","WBGene00014574","Y43F4A.t1","Non-coding RNA","Non-coding RNA: tRNA","Non-coding RNA: tRNA","N.A."
"700","WBGene00014631","ZK897.2","Non-coding RNA","Non-coding RNA: snRNA","Non-coding RNA: snRNA","ZK897.2 is affected by Ethanol based on RNA-seq studies."
"701","WBGene00014646","B0399.t3","Pseudogene","Pseudogene","Pseudogene","N.A."
"702","WBGene00014752","F38E11.8","Pseudogene","Pseudogene","Pseudogene","F38E11.8 is enriched in the male based on RNA-seq studies\; is affected by several genes including clk-1, eat-2, and npr-1 based on RNA-seq and microarray studies\; is affected by Zidovudine and Triclosan based on RNA-seq and microarray studies."
"703","WBGene00014753","F40D4.14","Pseudogene","Pseudogene","Pseudogene","F40D4.14 is affected by several genes including pgl-1, glh-1, and pgl-3 based on RNA-seq studies."
"704","WBGene00014755","F40F12.8","Pseudogene","Pseudogene","Pseudogene","F40F12.8 is enriched in the male based on RNA-seq studies\; is affected by several genes including glp-1, eat-2, and npr-1 based on RNA-seq studies\; is affected by Sodium Chloride based on RNA-seq studies."
"705","WBGene00014785","F59A1.t5","Pseudogene","Pseudogene","Pseudogene","F59A1.t5 is affected by clk-1 based on microarray studies."
"706","WBGene00014861","Y6B3B.2","Pseudogene","Pseudogene","Pseudogene","Y6B3B.2 is affected by several genes including daf-16, pgl-1, and fbf-1 based on RNA-seq studies\; is affected by methylmercury hydroxide and Sirolimus based on RNA-seq and microarray studies."
"707","WBGene00014878","Y39B6A.t4","Pseudogene","Pseudogene","Pseudogene","N.A."
"708","WBGene00014880","Y39B6A.t6","Pseudogene","Pseudogene","Pseudogene","N.A."
"709","WBGene00014905","Y51A2A.2","Pseudogene","Pseudogene","Pseudogene","Y51A2A.2 is affected by daf-2, dpy-21, and hpl-2 based on microarray and RNA-seq studies."
"710","WBGene00014925","Y57G11C.29","Pseudogene","Pseudogene","Pseudogene","N.A."
"711","WBGene00015106","B0280.11","Signaling","Signaling: phosphatase","Signaling: phosphatase: Y ","B0280.11 is predicted to have protein tyrosine phosphatase activity."
"712","WBGene00015178","B0416.2","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","B0416.2 is affected by several genes including hpl-2, dop-1, and mir-71 based on microarray and RNA-seq studies\; is affected by six chemicals including tryptophan, methylmercuric chloride, and Rotenone based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domain: Cystine-knot cytokine."
"713","WBGene00015193","B0432.12","Stress response","Stress response: C-type Lectin","Stress response: C-type Lectin","clec-117 is predicted to have carbohydrate binding activity."
"714","WBGene00015242","B0524.3","Unassigned","Unassigned","Unassigned","B0524.3 is enriched in the germ line based on RNA-seq studies\; is affected by several genes including sir-2.1, pgl-1, and glh-1 based on tiling array, RNA-seq, and microarray studies\; is affected by resveratrol based on microarray studies\; is predicted to encode a protein with the following domain: Domain of unknown function WSN."
"715","WBGene00015253","B0547.2","Unassigned","Unassigned","Unassigned","B0547.2 is affected by several genes including lin-4, lin-14, and hpl-2 based on tiling array and microarray studies\; is affected by adsorbable organic bromine compound based on microarray studies\; is predicted to encode a protein with the following domain: SPK domain."
"716","WBGene00015269","C01B4.2","Pseudogene","Pseudogene","Pseudogene","C01B4.2 is affected by pgrn-1 based on RNA-seq studies."
"717","WBGene00015305","C01G5.3","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","C01G5.3 is enriched in the male based on RNA-seq studies\; is affected by several genes including daf-16, hsf-1, and eat-2 based on microarray, tiling array, and RNA-seq studies\; is affected by four chemicals including Tunicamycin, D-glucose, and Chlorpyrifos based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domain: Protein of unknown function DUF851."
