source,term_name,term_id,adjusted_p_value,negative_log10_of_adjusted_p_value,term_size,query_size,intersection_size,effective_domain_size,intersections
HP,Hoarse voice,HP:0001609,1,0,285,72,11,3143,"WBGENE00001062,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00006471,WBGENE00007699,WBGENE00008158,WBGENE00008527,WBGENE00010017,WBGENE00013067,WBGENE00021617"
HP,Tetralogy of Fallot,HP:0001636,1,0,201,72,7,3143,"WBGENE00001695,WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00006953,WBGENE00008527"
HP,Cardiomyopathy,HP:0001638,1,0,605,72,13,3143,"WBGENE00001062,WBGENE00001642,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00006471,WBGENE00007753,WBGENE00008158,WBGENE00010017,WBGENE00012516,WBGENE00013067,WBGENE00019406,WBGENE00021617"
HP,Hypertrophic cardiomyopathy,HP:0001639,1,0,410,72,10,3143,"WBGENE00001062,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00006471,WBGENE00008158,WBGENE00010017,WBGENE00013067,WBGENE00019406,WBGENE00021617"
HP,Cardiomegaly,HP:0001640,1,0,160,72,3,3143,"WBGENE00006416,WBGENE00007753,WBGENE00019406"
HP,Abnormal pulmonary valve morphology,HP:0001641,1,0,41,72,4,3143,"WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559"
HP,Pulmonic stenosis,HP:0001642,1,0,101,72,5,3143,"WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00007753"
HP,Patent ductus arteriosus,HP:0001643,1,0,289,72,7,3143,"WBGENE00004750,WBGENE00006416,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00008527,WBGENE00016778"
HP,Dilated cardiomyopathy,HP:0001644,1,0,148,72,2,3143,"WBGENE00007753,WBGENE00019406"
HP,Sudden cardiac death,HP:0001645,1,0,129,72,7,3143,"WBGENE00004026,WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00007753,WBGENE00019406"
HP,Abnormal aortic valve morphology,HP:0001646,1,0,153,72,6,3143,"WBGENE00001642,WBGENE00004750,WBGENE00006416,WBGENE00006556,WBGENE00006557,WBGENE00006559"
HP,Bicuspid aortic valve,HP:0001647,1,0,85,72,1,3143,WBGENE00006416
HP,Tachycardia,HP:0001649,1,0,170,72,5,3143,"WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00016778"
HP,Aortic valve stenosis,HP:0001650,1,0,92,72,1,3143,WBGENE00008527
HP,Mitral regurgitation,HP:0001653,1,0,138,72,4,3143,"WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559"
HP,Abnormal heart valve morphology,HP:0001654,1,0,268,72,9,3143,"WBGENE00000213,WBGENE00001642,WBGENE00004750,WBGENE00006416,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00007753,WBGENE00008527"
HP,Abnormal myocardium morphology,HP:0001637,1,0,636,72,13,3143,"WBGENE00001062,WBGENE00001642,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00006471,WBGENE00007753,WBGENE00008158,WBGENE00010017,WBGENE00012516,WBGENE00013067,WBGENE00019406,WBGENE00021617"
HP,Abnormality of the voice,HP:0001608,1,0,572,72,19,3143,"WBGENE00001062,WBGENE00001500,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00004507,WBGENE00004750,WBGENE00005013,WBGENE00006471,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00007699,WBGENE00008158,WBGENE00008527,WBGENE00010017,WBGENE00011779,WBGENE00013067,WBGENE00021617"
HP,Vocal cord paralysis,HP:0001605,1,0,52,72,1,3143,WBGENE00008527
HP,Laryngomalacia,HP:0001601,1,0,74,72,7,3143,"WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00008527,WBGENE00013072,WBGENE00016306"
HP,Growth delay,HP:0001510,1,0,1568,72,31,3143,"WBGENE00000002,WBGENE00000213,WBGENE00001062,WBGENE00001642,WBGENE00001695,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00004026,WBGENE00004507,WBGENE00004750,WBGENE00006471,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00006953,WBGENE00007699,WBGENE00007753,WBGENE00007887,WBGENE00008158,WBGENE00008527,WBGENE00010017,WBGENE00011779,WBGENE00013067,WBGENE00013072,WBGENE00016306,WBGENE00016777,WBGENE00016778,WBGENE00019406,WBGENE00020354,WBGENE00021617"
HP,Intrauterine growth retardation,HP:0001511,1,0,725,72,21,3143,"WBGENE00001062,WBGENE00001642,WBGENE00001695,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00004507,WBGENE00004750,WBGENE00006471,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00006953,WBGENE00008158,WBGENE00008527,WBGENE00010017,WBGENE00013067,WBGENE00013072,WBGENE00016306,WBGENE00019406,WBGENE00021617"
HP,Obesity,HP:0001513,1,0,565,72,20,3143,"WBGENE00000002,WBGENE00001062,WBGENE00001642,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00003701,WBGENE00004026,WBGENE00004750,WBGENE00006471,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00007753,WBGENE00008158,WBGENE00008186,WBGENE00008527,WBGENE00010017,WBGENE00013067,WBGENE00021617"
HP,Small for gestational age,HP:0001518,1,0,394,72,13,3143,"WBGENE00001062,WBGENE00003662,WBGENE00003671,WBGENE00004750,WBGENE00006471,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00008158,WBGENE00008527,WBGENE00010017,WBGENE00013067,WBGENE00021617"
HP,Disproportionate tall stature,HP:0001519,1,0,35,72,1,3143,WBGENE00008527
HP,Large for gestational age,HP:0001520,1,0,74,72,1,3143,WBGENE00008527
HP,Death in infancy,HP:0001522,1,0,378,72,9,3143,"WBGENE00001062,WBGENE00003662,WBGENE00003671,WBGENE00006471,WBGENE00008158,WBGENE00010017,WBGENE00013067,WBGENE00019406,WBGENE00021617"
HP,Failure to thrive in infancy,HP:0001531,1,0,119,72,3,3143,"WBGENE00007753,WBGENE00008527,WBGENE00016778"
HP,Umbilical hernia,HP:0001537,1,0,233,72,6,3143,"WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00008527,WBGENE00044662"
HP,Protuberant abdomen,HP:0001538,1,0,247,72,10,3143,"WBGENE00000213,WBGENE00001062,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00006471,WBGENE00008158,WBGENE00010017,WBGENE00013067,WBGENE00021617"
HP,Omphalocele,HP:0001539,1,0,222,72,9,3143,"WBGENE00001062,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00006471,WBGENE00008158,WBGENE00010017,WBGENE00013067,WBGENE00021617"
HP,Diastasis recti,HP:0001540,1,0,17,72,1,3143,WBGENE00008527
HP,Ascites,HP:0001541,1,0,328,72,11,3143,"WBGENE00000213,WBGENE00001062,WBGENE00003662,WBGENE00003671,WBGENE00006471,WBGENE00007753,WBGENE00008158,WBGENE00010017,WBGENE00013067,WBGENE00016778,WBGENE00021617"
HP,Anteriorly placed anus,HP:0001545,1,0,72,72,3,3143,"WBGENE00001695,WBGENE00006953,WBGENE00008527"
HP,Abnormal rib cage morphology,HP:0001547,1,0,509,72,20,3143,"WBGENE00001062,WBGENE00001642,WBGENE00001695,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00004750,WBGENE00006471,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00006953,WBGENE00007699,WBGENE00007977,WBGENE00008158,WBGENE00008527,WBGENE00010017,WBGENE00013067,WBGENE00021617,WBGENE00044662"
HP,Overgrowth,HP:0001548,1,0,21,72,1,3143,WBGENE00008527
HP,Abnormal umbilicus morphology,HP:0001551,1,0,235,72,6,3143,"WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00008527,WBGENE00044662"
HP,Abnormality of the larynx,HP:0001600,1,0,175,72,10,3143,"WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00007977,WBGENE00008527,WBGENE00010254,WBGENE00012516,WBGENE00013072,WBGENE00016306"
HP,Abnormality of the nail,HP:0001597,1,0,377,72,12,3143,"WBGENE00001500,WBGENE00001695,WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00006953,WBGENE00007753,WBGENE00008527,WBGENE00013072,WBGENE00016306,WBGENE00016778"
HP,Alopecia,HP:0001596,1,0,324,72,12,3143,"WBGENE00001062,WBGENE00001500,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00004026,WBGENE00006471,WBGENE00008158,WBGENE00010017,WBGENE00013067,WBGENE00020354,WBGENE00021617"
HP,Abnormal hair morphology,HP:0001595,1,0,1065,72,26,3143,"WBGENE00000002,WBGENE00001062,WBGENE00001500,WBGENE00001642,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00004026,WBGENE00004750,WBGENE00005013,WBGENE00006471,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00007753,WBGENE00008158,WBGENE00008527,WBGENE00010017,WBGENE00013067,WBGENE00013072,WBGENE00016306,WBGENE00016777,WBGENE00016778,WBGENE00020354,WBGENE00021617,WBGENE00044662"
HP,Bell-shaped thorax,HP:0001591,1,0,48,72,5,3143,"WBGENE00001642,WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559"
HP,Redundant skin,HP:0001582,1,0,91,72,5,3143,"WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00008527"
HP,Patent foramen ovale,HP:0001655,1,0,105,72,5,3143,"WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00008527"
HP,Recurrent skin infections,HP:0001581,1,0,247,72,11,3143,"WBGENE00001062,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00006471,WBGENE00008158,WBGENE00010017,WBGENE00013067,WBGENE00013072,WBGENE00016306,WBGENE00021617"
HP,Oligohydramnios,HP:0001562,1,0,131,72,1,3143,WBGENE00008527
HP,Polyhydramnios,HP:0001561,1,0,244,72,8,3143,"WBGENE00004507,WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00007753,WBGENE00007977,WBGENE00008527"
HP,Abnormality of the amniotic fluid,HP:0001560,1,0,537,72,16,3143,"WBGENE00001062,WBGENE00003662,WBGENE00003671,WBGENE00004507,WBGENE00004750,WBGENE00006471,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00007753,WBGENE00007977,WBGENE00008158,WBGENE00008527,WBGENE00010017,WBGENE00013067,WBGENE00021617"
HP,Decreased fetal movement,HP:0001558,1,0,196,72,4,3143,"WBGENE00004507,WBGENE00007699,WBGENE00008527,WBGENE00020354"
HP,Prenatal movement abnormality,HP:0001557,1,0,208,72,4,3143,"WBGENE00004507,WBGENE00007699,WBGENE00008527,WBGENE00020354"
HP,Barrel-shaped chest,HP:0001552,1,0,22,72,1,3143,WBGENE00007977
HP,Abnormality of the integument,HP:0001574,1,0,1913,72,38,3143,"WBGENE00000002,WBGENE00000213,WBGENE00001062,WBGENE00001500,WBGENE00001642,WBGENE00001695,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00003701,WBGENE00004026,WBGENE00004507,WBGENE00004750,WBGENE00005013,WBGENE00006416,WBGENE00006471,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00006953,WBGENE00007699,WBGENE00007753,WBGENE00007977,WBGENE00008158,WBGENE00008186,WBGENE00008527,WBGENE00010017,WBGENE00013067,WBGENE00013072,WBGENE00014128,WBGENE00016306,WBGENE00016777,WBGENE00016778,WBGENE00019483,WBGENE00020354,WBGENE00021617,WBGENE00044662,WBGENE00044734"
HP,Hyperuricemia,HP:0002149,1,0,232,72,9,3143,"WBGENE00001062,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00006471,WBGENE00008158,WBGENE00010017,WBGENE00013067,WBGENE00021617"
HP,Prolonged QT interval,HP:0001657,1,0,73,72,4,3143,"WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559"
HP,Aortic regurgitation,HP:0001659,1,0,78,72,2,3143,"WBGENE00006416,WBGENE00008527"
HP,Exocrine pancreatic insufficiency,HP:0001738,1,0,145,72,4,3143,"WBGENE00001756,WBGENE00008527,WBGENE00018911,WBGENE00018912"
HP,Abnormal nasopharynx morphology,HP:0001739,1,0,174,72,8,3143,"WBGENE00001695,WBGENE00004026,WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00006953,WBGENE00008527"
HP,Phimosis,HP:0001741,1,0,15,72,1,3143,WBGENE00008527
HP,Abnormality of the spleen,HP:0001743,1,0,609,72,18,3143,"WBGENE00000002,WBGENE00000213,WBGENE00001062,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00004750,WBGENE00006471,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00008158,WBGENE00008527,WBGENE00010017,WBGENE00013067,WBGENE00013072,WBGENE00016306,WBGENE00021617"
HP,Splenomegaly,HP:0001744,1,0,546,72,17,3143,"WBGENE00000002,WBGENE00000213,WBGENE00001062,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00004750,WBGENE00006471,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00008158,WBGENE00010017,WBGENE00013067,WBGENE00013072,WBGENE00016306,WBGENE00021617"
HP,Accessory spleen,HP:0001747,1,0,33,72,1,3143,WBGENE00008527
HP,Abnormal vestibular function,HP:0001751,1,0,343,72,10,3143,"WBGENE00001062,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00004026,WBGENE00006471,WBGENE00008158,WBGENE00010017,WBGENE00013067,WBGENE00021617"
HP,Abnormal foot morphology,HP:0001760,1,0,1370,72,41,3143,"WBGENE00001062,WBGENE00001642,WBGENE00001695,WBGENE00002260,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00004750,WBGENE00005013,WBGENE00006416,WBGENE00006471,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00006953,WBGENE00007699,WBGENE00007753,WBGENE00007977,WBGENE00008158,WBGENE00008464,WBGENE00008527,WBGENE00008883,WBGENE00009695,WBGENE00010017,WBGENE00010254,WBGENE00010692,WBGENE00011779,WBGENE00012233,WBGENE00013067,WBGENE00013072,WBGENE00013184,WBGENE00015893,WBGENE00016306,WBGENE00016541,WBGENE00016778,WBGENE00017050,WBGENE00019086,WBGENE00019562,WBGENE00020071,WBGENE00021617,WBGENE00022707"
HP,Pes cavus,HP:0001761,1,0,286,72,8,3143,"WBGENE00001695,WBGENE00002260,WBGENE00006953,WBGENE00008527,WBGENE00009695,WBGENE00012233,WBGENE00013184,WBGENE00016778"
HP,Pes planus,HP:0001763,1,0,303,72,10,3143,"WBGENE00001642,WBGENE00004750,WBGENE00005013,WBGENE00006416,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00008527,WBGENE00013072,WBGENE00016306"
HP,Hammertoe,HP:0001765,1,0,53,72,1,3143,WBGENE00002260
HP,Broad foot,HP:0001769,1,0,52,72,2,3143,"WBGENE00001642,WBGENE00008527"
HP,Toe syndactyly,HP:0001770,1,0,188,72,7,3143,"WBGENE00001695,WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00006953,WBGENE00008527"
HP,Achilles tendon contracture,HP:0001771,1,0,52,72,1,3143,WBGENE00011779
HP,Annular pancreas,HP:0001734,1,0,211,72,10,3143,"WBGENE00001062,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00006471,WBGENE00008158,WBGENE00008527,WBGENE00010017,WBGENE00013067,WBGENE00021617"
HP,Short foot,HP:0001773,1,0,137,72,4,3143,"WBGENE00001695,WBGENE00006953,WBGENE00013072,WBGENE00016306"
HP,Abnormal delivery,HP:0001787,1,0,69,72,1,3143,WBGENE00008527
HP,Hydrops fetalis,HP:0001789,1,0,322,72,10,3143,"WBGENE00001062,WBGENE00003662,WBGENE00003671,WBGENE00006471,WBGENE00007699,WBGENE00007753,WBGENE00008158,WBGENE00010017,WBGENE00013067,WBGENE00021617"
HP,Nonimmune hydrops fetalis,HP:0001790,1,0,236,72,9,3143,"WBGENE00001062,WBGENE00003662,WBGENE00003671,WBGENE00006471,WBGENE00007699,WBGENE00008158,WBGENE00010017,WBGENE00013067,WBGENE00021617"
HP,Small nail,HP:0001792,1,0,158,72,7,3143,"WBGENE00001695,WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00006953,WBGENE00008527"
HP,Hyperconvex nail,HP:0001795,1,0,35,72,2,3143,"WBGENE00008527,WBGENE00016778"
HP,Short nail,HP:0001799,1,0,26,72,2,3143,"WBGENE00001695,WBGENE00006953"
HP,Hypoplastic toenails,HP:0001800,1,0,76,72,5,3143,"WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00008527"
HP,Onychogryposis,HP:0001805,1,0,24,72,2,3143,"WBGENE00013072,WBGENE00016306"
HP,Ridged nail,HP:0001807,1,0,36,72,2,3143,"WBGENE00013072,WBGENE00016306"
HP,Fragile nails,HP:0001808,1,0,25,72,1,3143,WBGENE00001500
HP,Hyperconvex fingernails,HP:0001812,1,0,17,72,1,3143,WBGENE00008527
HP,Deep-set nails,HP:0001814,1,0,11,72,1,3143,WBGENE00008527
HP,Thin nail,HP:0001816,1,0,20,72,1,3143,WBGENE00008527
HP,Broad nail,HP:0001821,1,0,22,72,2,3143,"WBGENE00001695,WBGENE00006953"
HP,Abnormal toe morphology,HP:0001780,1,0,556,72,11,3143,"WBGENE00001642,WBGENE00001695,WBGENE00002260,WBGENE00004750,WBGENE00005013,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00006953,WBGENE00007977,WBGENE00008527"
HP,Pancreatitis,HP:0001733,1,0,277,72,10,3143,"WBGENE00000002,WBGENE00001062,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00006471,WBGENE00008158,WBGENE00010017,WBGENE00013067,WBGENE00021617"
HP,Abnormality of the pancreas,HP:0001732,1,0,543,72,15,3143,"WBGENE00000002,WBGENE00001062,WBGENE00001756,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00006471,WBGENE00007753,WBGENE00008158,WBGENE00008527,WBGENE00010017,WBGENE00013067,WBGENE00018911,WBGENE00018912,WBGENE00021617"
HP,Progressive hearing impairment,HP:0001730,1,0,49,72,1,3143,WBGENE00008527
HP,Truncus arteriosus,HP:0001660,1,0,29,72,4,3143,"WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559"
HP,Bradycardia,HP:0001662,1,0,87,72,4,3143,"WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559"
HP,Torsade de pointes,HP:0001664,1,0,34,72,4,3143,"WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559"
HP,Right ventricular hypertrophy,HP:0001667,1,0,30,72,1,3143,WBGENE00008527
HP,Transposition of the great arteries,HP:0001669,1,0,45,72,4,3143,"WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559"
HP,Abnormal cardiac septum morphology,HP:0001671,1,0,772,72,16,3143,"WBGENE00001062,WBGENE00001642,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00004750,WBGENE00006471,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00008158,WBGENE00008527,WBGENE00010017,WBGENE00013067,WBGENE00016778,WBGENE00021617"
HP,Complete atrioventricular canal defect,HP:0001674,1,0,19,72,4,3143,"WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559"
HP,Coronary artery atherosclerosis,HP:0001677,1,0,224,72,12,3143,"WBGENE00000213,WBGENE00001062,WBGENE00001642,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00006416,WBGENE00006471,WBGENE00008158,WBGENE00010017,WBGENE00013067,WBGENE00021617"
HP,Atrioventricular block,HP:0001678,1,0,98,72,4,3143,"WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559"
HP,Abnormal aortic morphology,HP:0001679,1,0,306,72,10,3143,"WBGENE00001695,WBGENE00004026,WBGENE00004750,WBGENE00006416,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00006953,WBGENE00007753,WBGENE00008527"
HP,Coarctation of aorta,HP:0001680,1,0,143,72,7,3143,"WBGENE00001695,WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00006953,WBGENE00008527"
HP,Angina pectoris,HP:0001681,1,0,44,72,2,3143,"WBGENE00001642,WBGENE00007753"
HP,Secundum atrial septal defect,HP:0001684,1,0,61,72,4,3143,"WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559"
HP,Loss of voice,HP:0001686,1,0,9,72,1,3143,WBGENE00001500
HP,Sinus bradycardia,HP:0001688,1,0,35,72,4,3143,"WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559"
HP,Atrial arrhythmia,HP:0001692,1,0,80,72,4,3143,"WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559"
HP,Cardiac arrest,HP:0001695,1,0,185,72,7,3143,"WBGENE00004026,WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00007753,WBGENE00019406"
HP,Restrictive cardiomyopathy,HP:0001723,1,0,39,72,2,3143,"WBGENE00001642,WBGENE00007753"
HP,Double outlet right ventricle,HP:0001719,1,0,50,72,5,3143,"WBGENE00004026,WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559"
HP,Mitral stenosis,HP:0001718,1,0,29,72,1,3143,WBGENE00001642
HP,Coronary artery calcification,HP:0001717,1,0,5,72,1,3143,WBGENE00007753
HP,Ventricular hypertrophy,HP:0001714,1,0,143,72,2,3143,"WBGENE00007753,WBGENE00008527"
HP,Abnormal cardiac ventricle morphology,HP:0001713,1,0,749,72,17,3143,"WBGENE00001062,WBGENE00001642,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00004750,WBGENE00006471,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00007753,WBGENE00008158,WBGENE00008527,WBGENE00010017,WBGENE00013067,WBGENE00016778,WBGENE00021617"
HP,Myocardial infarction,HP:0001658,1,0,103,72,1,3143,WBGENE00007753
HP,Conotruncal defect,HP:0001710,1,0,224,72,8,3143,"WBGENE00001695,WBGENE00004026,WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00006953,WBGENE00008527"
HP,Abnormal right ventricle morphology,HP:0001707,1,0,56,72,5,3143,"WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00008527"
HP,Abnormal tricuspid valve morphology,HP:0001702,1,0,38,72,4,3143,"WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559"
HP,Pericarditis,HP:0001701,1,0,16,72,1,3143,WBGENE00004026
HP,Sudden death,HP:0001699,1,0,140,72,7,3143,"WBGENE00004026,WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00007753,WBGENE00019406"
HP,Pericardial effusion,HP:0001698,1,0,42,72,1,3143,WBGENE00007753
HP,Abnormal pericardium morphology,HP:0001697,1,0,58,72,2,3143,"WBGENE00004026,WBGENE00007753"
HP,Right ventricular failure,HP:0001708,1,0,19,72,4,3143,"WBGENE00004750,WBGENE00006556,WBGENE00006557,WBGENE00006559"
HP,Failure to thrive,HP:0001508,1,0,1123,72,39,3143,"WBGENE00000002,WBGENE00000213,WBGENE00001062,WBGENE00001695,WBGENE00001756,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00004507,WBGENE00004750,WBGENE00006471,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00006953,WBGENE00007699,WBGENE00007753,WBGENE00008158,WBGENE00008464,WBGENE00008527,WBGENE00008883,WBGENE00010017,WBGENE00010692,WBGENE00013067,WBGENE00014128,WBGENE00015893,WBGENE00016541,WBGENE00016778,WBGENE00017050,WBGENE00018911,WBGENE00018912,WBGENE00019086,WBGENE00019406,WBGENE00019562,WBGENE00020071,WBGENE00020354,WBGENE00021617,WBGENE00022707,WBGENE00044734"
HP,Increased serum lactate,HP:0002151,1,0,186,72,2,3143,"WBGENE00000002,WBGENE00019406"
HP,Hyperglycinemia,HP:0002154,1,0,30,72,1,3143,WBGENE00000002
HP,Epiphyseal dysplasia,HP:0002656,1,0,34,72,1,3143,WBGENE00001642
HP,Increased susceptibility to fractures,HP:0002659,1,0,399,72,15,3143,"WBGENE00000002,WBGENE00000213,WBGENE00001062,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00006471,WBGENE00008158,WBGENE00010017,WBGENE00012516,WBGENE00013067,WBGENE00013072,WBGENE00016306,WBGENE00021617,WBGENE00044662"
HP,Delayed epiphyseal ossification,HP:0002663,1,0,202,72,9,3143,"WBGENE00001062,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00006471,WBGENE00008158,WBGENE00010017,WBGENE00013067,WBGENE00021617"
HP,Neoplasm,HP:0002664,1,0,789,72,26,3143,"WBGENE00000213,WBGENE00000612,WBGENE00000624,WBGENE00000627,WBGENE00001062,WBGENE00001695,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00004750,WBGENE00006471,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00006953,WBGENE00007753,WBGENE00008158,WBGENE00008527,WBGENE00010017,WBGENE00012516,WBGENE00013067,WBGENE00013072,WBGENE00016306,WBGENE00016777,WBGENE00016778,WBGENE00021617"
HP,Nephroblastoma,HP:0002667,1,0,50,72,2,3143,"WBGENE00008527,WBGENE00016777"
HP,Osteosarcoma,HP:0002669,1,0,29,72,1,3143,WBGENE00012516
HP,Coxa valga,HP:0002673,1,0,113,72,3,3143,"WBGENE00001642,WBGENE00007753,WBGENE00008527"
HP,Abnormal calvaria morphology,HP:0002683,1,0,950,72,20,3143,"WBGENE00001062,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00004750,WBGENE00006471,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00007699,WBGENE00007753,WBGENE00007977,WBGENE00008158,WBGENE00008527,WBGENE00010017,WBGENE00013067,WBGENE00013072,WBGENE00016306,WBGENE00019406,WBGENE00021617"
HP,Pregnancy history,HP:0002686,1,0,228,72,11,3143,"WBGENE00001062,WBGENE00001695,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00006471,WBGENE00006953,WBGENE00008158,WBGENE00010017,WBGENE00013067,WBGENE00021617"
HP,Abnormality of frontal sinus,HP:0002687,1,0,19,72,2,3143,"WBGENE00013072,WBGENE00016306"
HP,Absent frontal sinuses,HP:0002688,1,0,15,72,2,3143,"WBGENE00013072,WBGENE00016306"
HP,Sclerosis of skull base,HP:0002694,1,0,19,72,1,3143,WBGENE00008527
HP,Abnormality of skull ossification,HP:0002703,1,0,50,72,1,3143,WBGENE00007699
HP,"High, narrow palate",HP:0002705,1,0,104,72,6,3143,"WBGENE00004750,WBGENE00006416,WBGENE00006556,WBGENE00006557,WBGENE00006559,WBGENE00008527"
HP,Bone pain,HP:0002653,1,0,251,72,11,3143,"WBGENE00001062,WBGENE00003601,WBGENE00003662,WBGENE00003671,WBGENE00006471,WBGENE00007753,WBGENE00008158,WBGENE00010017,WBGENE00012516,WBGENE00013067,WBGENE00021617"
HP,Prominent median palatal raphe,HP:0002708,1,0,17,72,2,3143,"WBGENE00001695,WBGENE00006953"
